market,security,last_add,ticker,touches_defective_cell,bucket,note
Japan,KEIHAN ELECTRIC RAILWAY,Nov14,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,LINE CORP,Nov16,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,MINEBEA CO,Nov14,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,MIRACA HOLDINGS,Nov10,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,MITSUBISHI UFJ LEASE FIN,May07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,MITSUBISHI UFJ NICOS CO,May08,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,MIZUHO TRUST & BANKING,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,MONOTARO CO                           MABUC,Nov18,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,NIHON M&A CENTER,May20,2127.T,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Japan,NIPPON PAINT CO,Nov13,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,NIPPONKOA INSURANCE CO,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,NISSAN CHEMICAL IND,Nov16,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,NISSAY DOWA GEN INS,Nov08,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,NOMURA REAL ESTATE HLD,May07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,OKUMA HOLDINGS,May06,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,PERSOL HOLDINGS CO                    HIROS,Nov17,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,PIGEON CORP                           NOK C,Nov18,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,SCSK CORP,May20,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,SQUARE ENIX CO,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,START TODAY,May16,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,SUMCO                                 MIRAC,Nov17,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,SUMITOMO TITANIUM CORP,May06,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,WELCIA HOLDINGS CO                    TOKYO,Nov18,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Japan,YAMAGUCHI FINANCIAL GP,May08,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,BGF RETAIL,Aug15,282330.KS,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Korea,CELLTRION HEALTHCARE,Nov17,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,CJ E&M CORPORATION,Nov15,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,CJ KOREA EXPRESS CORP,Nov14,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,DACOM CORP,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,DAEWOO INT'L CORP,May06,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,DAUM COMMUNICATIONS CORP,Nov14,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,DC CHEMICAL CO,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,DONGBU INSURANCE CO,May06,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,DOOSAN HEAVY INDUSTRIES,Nov20,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,FILA KOREA,Nov18,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,HALLAVISTEON CLIMATE,May13,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,HYNIX SEMICONDUCTOR,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,HYUNDAI ENGR. & CONSTR.,Feb26,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,HYUNDAI HYSCO,May11,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,ILJIN MATERIALS,Nov21,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,ING LIFE INSURANCE KOREA,Nov17,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,KOREA KUMHO PETROCHEM CO,May11,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,KOREA ZINC,May06,010130.KS,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Korea,KT FREETEL,May06,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,LG HOUSEHOLD & HEAL PREF,May16,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,LG INDUSTRIAL SYSTEMS CO,Aug09,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,LG TELECOM,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,LIG NEX1,Aug25,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,LOTTE CHILSUNG BEVERAGE,Nov15,005300.KS,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Korea,LOTTE CONFECTIONERY CO,May06,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,MERITZ FIRE & MARINE INS,Feb22,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,MERITZ SECURITIES CO,May19,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,MIRAE ASSET SEC CO LTD,May06,006805.KS,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Korea,ORION CORP,Nov11,271560.KS,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Korea,POSCO CHEMTECH CO,Nov18,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,SAMSUNG ENGINEERING CO,May18,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,STX SHIPBUILDING CO,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,TONG YANG INVEST BANK,May06,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,VIROMED CO,May18,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,WOONGJIN COWAY CO,May06,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Korea,WOORI FINANCE HOLDINGS,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Malaysia,ALLIANCE FINANCIAL GROUP,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Malaysia,ASIATIC DEVELOPMENT,Feb08,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Malaysia,DIGI.COM,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Malaysia,MALAYSIA AIRPORTS HLDGS,May11,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Malaysia,PRESS METAL ALUMINIUM,Nov17,8869.KL,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Malaysia,SUNWAY,Aug24,5263.KL,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Malaysia,UEM LAND HOLDINGS,May11,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Malaysia,UEM WORLD,May07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Malaysia,YTL POWER INT'L,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
NewZealand,MERIDIAN ENERGY INST REC,Nov14,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
NewZealand,MIGHTY RIVER POWER,Nov14,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Philippines,AC ENERGY CORP,Nov21,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Philippines,ICTSI INT'L CONTAINER,Nov11,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Philippines,METRO PACIFIC INVEST,May13,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Philippines,PNOC ENERGY DEV CORP,May07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Singapore,CAPITACOMMERCIAL TRUST,Nov12,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Singapore,GENTING INTERNATIONAL,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Singapore,GLOBAL LOGISTICS PROP,Nov10,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Singapore,KEPPEL LAND,May10,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Singapore,MAPLETREE COMM TRUST,Nov19,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Singapore,SEA A ADR,May21,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Taiwan,CHINA LIFE INSURANCE CO,May10,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Taiwan,FARGLORY DEVELOPERS CO,May09,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Taiwan,FORMOSA INT'L HOTELS,May09,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Taiwan,HERMES MICROVISION,Nov12,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Taiwan,INNOLUX DISPLAY,Feb07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Taiwan,INOTERA MEMORIES (ATM),May14,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Taiwan,KGI SECURITIES CO,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Taiwan,MSTAR SEMICONDUCTOR,Feb11,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Taiwan,PRIME VIEW INTERNATIONAL,Aug09,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Taiwan,TAIWAN COOPERATIVE BANK,Nov07,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Taiwan,VANGUARD INT'L SEMICON,May13,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,AIRPORTS OF THAILAND,Nov12,AOT.BK,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Thailand,BANGKOK DUSIT MED. SVCS,Nov12,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,BANK OF AYUDHYA,Nov07,BAY.BK,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Thailand,BUMRUNGRAD HOSPITAL PUB,May14,BH.BK,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Thailand,CENTRAL PATTANA PUB CO,Nov12,CPN-R.BK,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Thailand,CHAROEN POKPHAND FOODS,Nov09,CPF.BK,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Thailand,DELTA ELECTRONICS THAI,Nov20,DELTA.BK,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Thailand,GLOW ENERGY,May06,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,GULF ENERGY DEVELOPMENT,Nov18,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,INTOUCH HOLDINGS,May19,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,KASIKORNBANK,Aug22,KBANK-R.BK,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Thailand,MINOR INTERNATIONAL,May13,MINT.BK,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Thailand,RATCHABURI ELECTRICITY,May19,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,RAYONG REFINERY PCL,Aug06,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,ROBINSON DEPT STORE,May16,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,SHIN CORP PCL,May13,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,SIAM CEMENT,May12,SCC.BK,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Thailand,SIAM MAKRO,May23,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,THAI MILITARY BANK ORD,Nov13,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,THAI PETROCHEMICAL INDUS,Nov06,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,THAI UNION FROZEN PROD,Nov14,,False,UNPROBEABLE,no live ticker resolvable — consistent with genuine delisting (Yahoo drops dead symbols); NOT positively confirmed
Thailand,TMBTHANACHART BANK,Aug23,TTB-R.BK,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
Thailand,TRUE CORP,May13,TRUE.BK,False,STILL-TRADING (suspect),unexplained still-trading exit — L4 queue (suspension/scandal/entity-split candidates)
